Year,Month,Dom_Pax,Int_Pax,Pax,Dom_Flt,Int_Flt,Flt,Dom_RPM,Int_RPM,RPM,Dom_ASM,Int_ASM,ASM,Dom_LF,Int_LF,LF
2016,9,"58,619,844","7,767,077","66,386,921","673,171","62,762","735,933","52,660,625","22,480,586","75,141,211","62,507,787","27,705,349","90,213,136",84.25,81.14,83.29
2016,10,"61,708,696","7,745,955","69,454,651","688,347","63,260","751,607","55,320,059","21,775,573","77,095,632","64,769,646","27,171,641","91,941,286",85.41,80.14,83.85
2016,11,"59,269,062","7,259,192","66,528,254","658,162","61,188","719,350","53,280,610","18,805,494","72,086,104","62,885,798","23,851,439","86,737,237",84.73,78.84,83.11
2016,12,"59,178,183","8,735,834","67,914,017","662,154","72,280","734,434","54,812,269","22,001,650","76,813,919","65,698,072","27,118,317","92,816,388",83.43,81.13,82.76
2017,1,"54,108,732","8,451,833","62,560,565","645,169","71,242","716,411","50,136,641","21,167,951","71,304,592","63,084,038","26,711,252","89,795,289",79.48,79.25,79.41
2017,2,"51,077,566","7,243,348","58,320,914","592,048","63,807","655,855","46,484,888","17,661,922","64,146,810","57,436,638","23,785,528","81,222,166",80.93,74.25,78.98
2017,3,"63,963,230","8,934,658","72,897,888","696,983","73,651","770,634","58,791,439","21,913,330","80,704,768","68,737,048","27,863,556","96,600,605",85.53,78.65,83.54
2017,4,"61,098,649","9,097,723","70,196,372","673,380","72,137","745,517","56,302,475","23,057,928","79,360,403","66,075,373","28,543,219","94,618,593",85.21,80.78,83.87
2017,5,"64,442,559","9,178,905","73,621,464","706,747","72,895","779,642","59,016,272","24,399,847","83,416,119","68,835,179","30,455,251","99,290,430",85.74,80.12,84.01
2017,6,"66,746,003","10,211,356","76,957,359","718,817","76,507","795,324","62,468,942","27,079,807","89,548,749","71,663,336","31,904,900","103,568,236",87.17,84.88,86.46
2017,7,"68,574,097","11,190,376","79,764,473","739,541","81,408","820,949","65,035,199","28,958,608","93,993,807","74,806,668","33,680,646","108,487,314",86.94,85.98,86.64
2017,8,"66,663,503","10,384,018","77,047,521","735,233","75,662","810,895","62,520,253","27,802,659","90,322,912","73,231,019","32,407,563","105,638,582",85.37,85.79,85.50
2017,9,"57,143,966","7,726,792","64,870,758","652,003","60,039","712,042","51,871,547","22,667,597","74,539,144","63,120,276","28,148,004","91,268,280",82.18,80.53,81.67
2017,10,"64,624,806","8,030,539","72,655,345","691,971","64,389","756,360","58,257,900","22,261,064","80,518,965","68,007,435","28,299,580","96,307,015",85.66,78.66,83.61
2017,11,"61,911,285","7,678,861","69,590,146","656,939","62,616","719,555","55,883,966","19,680,722","75,564,688","65,149,163","25,035,612","90,184,775",85.78,78.61,83.79
2017,12,"61,373,581","8,913,285","70,286,866","667,216","71,441","738,657","56,980,320","22,548,282","79,528,602","68,235,413","27,932,831","96,168,244",83.51,80.72,82.70
2018,1,"55,829,992","8,559,733","64,389,725","653,344","69,767","723,111","51,716,868","21,549,127","73,265,996","65,566,516","27,380,828","92,947,344",78.88,78.70,78.83
2018,2,"54,077,854","7,596,937","61,674,791","600,492","63,466","663,958","49,452,398","18,674,644","68,127,042","60,464,267","24,587,642","85,051,909",81.79,75.95,80.10
2018,3,"66,643,229","9,603,829","76,247,058","698,464","74,602","773,066","61,707,206","23,793,520","85,500,726","71,674,598","28,893,311","100,567,909",86.09,82.35,85.02
2018,4,"64,556,900","9,035,586","73,592,486","695,306","72,042","767,348","59,340,837","23,106,823","82,447,659","70,357,638","29,055,033","99,412,671",84.34,79.53,82.93
2018,5,"67,844,134","9,416,071","77,260,205","724,065","73,277","797,342","62,580,568","25,356,444","87,937,012","73,310,971","31,133,051","104,444,022",85.36,81.45,84.20
2018,6,"70,277,734","10,569,323","80,847,057","732,292","77,394","809,686","66,095,829","28,194,872","94,290,701","75,323,742","32,486,010","107,809,753",87.75,86.79,87.46
2018,7,"72,539,780","11,391,458","83,931,238","759,879","81,620","841,499","69,091,745","29,716,690","98,808,435","78,406,927","34,171,666","112,578,593",88.12,86.96,87.77
2018,8,"70,337,936","10,624,720","80,962,656","756,345","77,086","833,431","66,132,022","28,638,849","94,770,872","76,722,785","33,238,079","109,960,864",86.20,86.16,86.19
2018,9,"60,468,115","8,208,432","68,676,547","686,422","65,032","751,454","55,431,352","23,604,682","79,036,033","68,530,468","29,479,449","98,009,918",80.89,80.07,80.64
2018,10,"67,081,594","8,399,032","75,480,626","722,634","66,557","789,191","61,011,629","23,294,709","84,306,338","72,044,924","29,079,416","101,124,339",84.69,80.11,83.37
2018,11,"64,659,493","8,052,683","72,712,176","678,121","64,528","742,649","58,779,361","20,613,643","79,393,004","69,098,147","25,689,087","94,787,234",85.07,80.24,83.76
2018,12,"63,646,119","9,209,221","72,855,340","691,040","73,025","764,065","59,477,976","23,210,813","82,688,789","71,865,604","28,476,318","100,341,922",82.76,81.51,82.41
2019,1,"58,033,637","8,956,997","66,990,634","667,538","72,265","739,803","54,357,953","22,507,073","76,865,026","68,754,679","28,148,681","96,903,359",79.06,79.96,79.32
2019,2,"55,679,100","7,872,131","63,551,231","607,916","65,171","673,087","51,406,118","19,291,164","70,697,283","62,805,310","25,032,799","87,838,108",81.85,77.06,80.49
2019,3,"70,233,456","9,948,135","80,181,591","729,115","77,118","806,233","65,407,750","24,488,323","89,896,073","75,651,233","29,501,782","105,153,015",86.46,83.01,85.49
2019,4,"66,938,177","9,461,086","76,399,263","708,988","72,813","781,801","61,953,253","24,174,894","86,128,147","72,335,243","29,424,979","101,760,222",85.65,82.16,84.64
2019,5,"71,363,514","9,952,955","81,316,469","740,482","74,788","815,270","65,811,129","26,667,148","92,478,276","75,386,003","31,953,392","107,339,395",87.30,83.46,86.16
2019,6,"72,789,897","11,018,680","83,808,577","741,462","79,201","820,663","68,413,114","29,322,269","97,735,383","76,617,119","33,392,864","110,009,983",89.29,87.81,88.84
2019,7,"75,281,255","11,644,596","86,925,851","768,645","82,681","851,326","71,276,327","30,447,264","101,723,592","80,081,319","34,751,863","114,833,182",89.00,87.61,88.58
2019,8,"72,715,566","11,035,622","83,751,188","769,675","78,975","848,650","68,147,755","29,802,655","97,950,411","78,976,519","34,056,646","113,033,164",86.29,87.51,86.66
2019,9,"63,979,337","8,589,987","72,569,324","705,071","64,280","769,351","58,213,654","25,083,576","83,297,229","70,649,463","30,372,637","101,022,100",82.40,82.59,82.45
2019,10,"69,922,300","8,678,300","78,600,600","740,181","65,807","805,988","63,323,849","24,290,255","87,614,104","74,904,303","29,477,943","104,382,246",84.54,82.40,83.94
2019,11,"64,816,897","8,240,630","73,057,527","694,377","64,025","758,402","59,158,778","21,330,058","80,488,836","72,118,560","26,346,567","98,465,127",82.03,80.96,81.74
2019,12,"69,718,631","9,566,028","79,284,659","721,420","71,724","793,144","65,288,156","24,636,021","89,924,177","76,153,730","29,139,144","105,292,875",85.73,84.55,85.40
2020,1,"61,622,947","9,144,821","70,767,768","700,493","70,035","770,528","57,629,920","23,378,976","81,008,896","72,425,565","28,723,812","101,149,378",79.57,81.39,80.09
2020,2,"59,868,112","7,945,094","67,813,206","660,344","64,414","724,758","55,336,120","18,527,485","73,863,606","68,495,012","24,319,113","92,814,125",80.79,76.18,79.58
2020,3,"34,413,597","4,645,178","39,058,775","616,136","51,108","667,244","32,526,486","10,229,609","42,756,095","64,968,387","17,530,264","82,498,651",50.07,58.35,51.83
2020,4,"2,877,290","136,609","3,013,899","217,262","5,018","222,280","2,551,127","356,762","2,907,889","19,489,079","1,541,419","21,030,499",13.09,23.15,13.83
2020,5,"9,697,400","190,629","9,888,029","252,450","4,996","257,446","8,117,835","479,069","8,596,904","22,120,037","1,746,343","23,866,380",36.70,27.43,36.02
2020,6,"16,207,290","403,702","16,610,992","273,036","7,220","280,256","14,007,580","896,609","14,904,189","24,940,429","2,580,911","27,521,340",56.16,34.74,54.16
2020,7,"22,921,780","1,132,104","24,053,884","411,226","16,692","427,918","20,075,947","1,982,897","22,058,844","40,313,242","5,480,689","45,793,931",49.80,36.18,48.17
2020,8,"24,431,273","1,399,827","25,831,100","441,615","18,295","459,910","21,184,550","2,629,514","23,814,064","42,874,103","7,105,839","49,979,942",49.41,37.00,47.65
2020,9,"23,854,440","1,413,585","25,268,025","379,506","18,285","397,791","20,474,546","2,589,214","23,063,760","35,882,006","7,283,900","43,165,905",57.06,35.55,53.43
2020,10,"28,026,570","1,982,866","30,009,436","410,189","23,724","433,913","24,425,708","3,433,101","27,858,809","40,389,923","8,881,698","49,271,621",60.47,38.65,56.54
2020,11,"26,293,959","2,463,575","28,757,534","421,049","29,652","450,701","23,711,619","4,238,353","27,949,973","43,474,919","10,199,590","53,674,509",54.54,41.55,52.07
2020,12,"27,263,462","3,269,403","30,532,865","428,768","38,852","467,620","25,075,790","5,750,942","30,826,732","45,077,321","12,309,781","57,387,103",55.63,46.72,53.72
2021,1,"24,305,435","2,986,261","27,291,696","408,807","40,455","449,262","22,357,664","5,434,809","27,792,473","42,318,242","12,923,703","55,241,945",52.83,42.05,50.31
2021,2,"24,483,154","2,121,336","26,604,490","361,687","34,903","396,590","22,477,682","3,840,749","26,318,431","37,928,419","10,965,754","48,894,173",59.26,35.02,53.83
2021,3,"39,342,855","3,453,943","42,796,798","499,359","42,273","541,632","36,811,555","5,867,011","42,678,566","53,749,326","13,510,189","67,259,515",68.49,43.43,63.45
2021,4,"43,798,512","3,998,149","47,796,661","514,268","40,981","555,249","40,971,446","6,667,109","47,638,554","54,787,593","14,129,131","68,916,725",74.78,47.19,69.12
2021,5,"52,751,776","4,941,591","57,693,367","565,788","44,613","610,401","49,648,995","8,165,943","57,814,938","61,332,631","15,385,728","76,718,359",80.95,53.07,75.36
2021,6,"60,109,293","6,035,931","66,145,224","617,735","48,831","666,566","57,717,786","10,815,231","68,533,017","67,462,113","17,097,559","84,559,672",85.56,63.26,81.05
2021,7,"66,739,409","7,033,399","73,772,808","664,437","52,663","717,100","64,545,073","13,494,801","78,039,874","73,407,768","19,144,100","92,551,868",87.93,70.49,84.32
2021,8,"60,630,994","6,357,070","66,988,064","662,000","50,664","712,664","58,416,638","13,314,028","71,730,666","71,871,421","19,302,668","91,174,089",81.28,68.98,78.67
2021,9,"53,902,837","4,843,245","58,746,082","610,284","43,758","654,042","50,123,961","10,421,281","60,545,242","66,268,767","17,668,823","83,937,590",75.64,58.98,72.13
2021,10,"60,546,348","5,360,481","65,906,829","630,240","47,139","677,379","55,934,187","10,985,232","66,919,419","69,064,940","18,107,013","87,171,954",80.99,60.67,76.77
2021,11,"59,779,045","5,998,703","65,777,748","617,806","50,706","668,512","55,742,346","12,199,554","67,941,900","68,469,320","17,676,220","86,145,540",81.41,69.02,78.87
2021,12,"59,534,619","7,093,846","66,628,465","605,976","59,710","665,686","57,091,558","14,779,224","71,870,782","69,447,090","20,677,611","90,124,701",82.21,71.47,79.75
2022,1,"45,814,139","6,048,973","51,863,112","569,018","59,036","628,054","43,954,958","12,498,379","56,453,337","64,319,112","20,881,798","85,200,910",68.34,59.85,66.26
2022,2,"49,075,979","5,725,939","54,801,918","533,962","52,667","586,629","46,520,073","11,512,744","58,032,817","60,647,305","18,500,799","79,148,105",76.71,62.23,73.32
2022,3,"64,617,029","7,872,874","72,489,903","629,670","62,309","691,979","61,674,886","16,212,974","77,887,859","71,989,974","22,030,861","94,020,835",85.67,73.59,82.84
2022,4,"63,518,318","8,398,121","71,916,439","616,135","63,462","679,597","60,270,759","18,529,341","78,800,100","68,700,144","23,743,871","92,444,015",87.73,78.04,85.24
2022,5,"66,961,805","8,815,732","75,777,537","644,024","65,674","709,698","62,706,846","20,788,694","83,495,540","70,974,153","26,263,661","97,237,814",88.35,79.15,85.87
2022,6,"67,368,670","10,023,468","77,392,138","640,218","67,900","708,118","63,343,854","24,276,114","87,619,968","70,415,408","27,883,747","98,299,154",89.96,87.06,89.14
2022,7,"69,432,042","10,943,155","80,375,197","667,889","71,229","739,118","65,633,746","26,440,533","92,074,279","74,959,377","29,660,776","104,620,153",87.56,89.14,88.01
2022,8,"66,520,067","10,115,929","76,635,996","657,576","68,544","726,120","62,934,639","24,979,841","87,914,480","73,836,109","29,246,437","103,082,546",85.24,85.41,85.29
2022,9,"63,139,630","8,287,331","71,426,961","622,299","57,089","679,388","58,463,970","21,860,088","80,324,058","68,920,247","26,063,870","94,984,116",84.83,83.87,84.57
2022,10,"67,935,181","8,414,518","76,349,699","639,282","57,765","697,047","62,656,863","21,457,977","84,114,840","72,264,313","25,834,667","98,098,981",86.71,83.06,85.74
2022,11,"63,680,032","8,216,914","71,896,946","605,075","59,745","664,820","59,194,297","19,692,450","78,886,747","70,250,775","24,616,723","94,867,498",84.26,80.00,83.15
2022,12,"62,482,296","9,405,384","71,887,680","596,437","67,511","663,948","59,724,506","22,595,815","82,320,321","71,301,260","27,343,999","98,645,259",83.76,82.64,83.45
2023,1,"58,284,200","9,066,833","67,351,033","605,944","66,859","672,803","55,627,743","21,021,245","76,648,988","72,122,699","26,809,510","98,932,209",77.13,78.41,77.48
2023,2,"56,729,998","8,066,893","64,796,891","567,702","60,643","628,345","53,329,402","18,254,936","71,584,338","67,037,368","24,211,736","91,249,104",79.55,75.40,78.45
2023,3,"69,708,556","10,094,584","79,803,140","655,836","71,076","726,912","65,767,207","23,802,743","89,569,950","78,074,142","28,689,319","106,763,461",84.24,82.97,83.90
2023,4,"67,571,574","10,008,645","77,580,219","636,160","70,078","706,238","63,426,143","24,708,597","88,134,739","74,335,449","29,988,666","104,324,115",85.32,82.39,84.48
2023,5,"71,423,653","10,358,666","81,782,319","667,331","71,924","739,255","66,743,565","26,805,432","93,548,998","77,821,407","31,950,687","109,772,094",85.77,83.90,85.22
2023,6,"72,482,621","11,544,505","84,027,126","661,293","75,279","736,572","68,789,127","29,883,465","98,672,591","78,058,358","33,410,671","111,469,028",88.13,89.44,88.52
2023,7,"75,378,157","12,432,615","87,810,772","684,939","79,738","764,677","72,267,904","31,376,000","103,643,904","81,986,010","35,326,191","117,312,202",88.15,88.82,88.35
2023,8,"71,477,988","11,572,149","83,050,137","691,482","77,137","768,619","67,933,484","29,938,507","97,871,992","81,997,399","34,908,793","116,906,192",82.85,85.76,83.72
2023,9,"66,858,490","9,392,985","76,251,475","649,308","64,241","713,549","61,777,546","26,076,318","87,853,864","75,748,336","31,231,710","106,980,046",81.56,83.49,82.12
